latitude,longitude,bright_ti4,acq_date,frp,country
34.00589,49.45634,303.24,2024-01-24,1.9,Iran
30.3934,50.62125,318.28,2024-02-05,8.59,Iran
30.28362,50.76818,305.09,2024-10-08,0.69,Iran
30.98698,49.59356,327.21,2024-04-28,3.99,Iran
34.6595,47.04008,299.02,2024-09-14,1.26,Iran
34.02472,47.44989,347.21,2024-07-29,4.17,Iran
30.55569,50.90065,350.25,2024-07-25,13.15,Iran
34.35126,47.36373,315.31,2024-07-06,1.82,Iran
36.33677,46.5137,335.46,2024-08-08,4.8,Iran
32.2426,51.43177,351.27,2024-03-12,23.57,Iran
31.02499,49.9528,298.41,2024-10-29,0.56,Iran
30.28263,50.76905,300.26,2024-02-29,0.73,Iran
27.51406,52.60945,314.69,2024-08-24,6.82,Iran
32.17297,48.66534,348.63,2024-02-08,14.45,Iran
30.36036,49.87971,339.3,2024-08-01,5.66,Iran
30.99155,49.58606,314.18,2024-06-04,8.73,Iran
31.30164,49.11626,329.86,2024-09-01,3.79,Iran
31.13262,49.32522,340.88,2024-12-07,3.72,Iran
31.27396,48.73166,315.93,2024-06-08,4.82,Iran
32.07588,49.72482,321.8,2024-08-16,2.12,Iran
36.10752,47.09979,350.27,2024-08-27,7.49,Iran
27.47569,52.97633,340.22,2024-03-08,2.38,Iran
29.25532,53.12139,347.86,2024-10-04,7.84,Iran
38.27858,48.38999,335.39,2024-08-07,2.95,Iran
32.78039,51.50667,301.64,2024-01-02,3.51,Iran
31.5296,48.58019,335.54,2024-03-03,6.24,Iran
27.68543,52.24818,338.84,2024-03-06,4.46,Iran
31.00303,48.14218,303.77,2024-03-20,0.86,Iran
33.70023,46.22513,318.7,2024-09-27,2.14,Iran
36.89877,54.77002,344.05,2024-06-21,10.09,Iran
30.34769,50.29101,324.27,2024-07-07,1.58,Iran
30.98943,49.59561,344.82,2024-11-14,5.46,Iran
30.66114,50.32887,327.04,2024-09-11,3.26,Iran
32.35582,47.7038,352.86,2024-11-16,21.21,Iran
30.75688,56.65699,306.58,2024-02-15,0.83,Iran
30.04116,50.63769,334.13,2024-03-02,3.65,Iran
31.29891,49.11897,350.68,2024-08-01,4.22,Iran
33.69534,46.22804,344.84,2024-04-04,6.02,Iran
37.09631,47.90264,299.28,2024-05-30,1.17,Iran
30.06779,50.67628,313.86,2024-09-13,1.61,Iran
30.39498,50.61956,350.54,2024-07-12,24.97,Iran
30.7098,49.54498,342.91,2024-12-14,6.75,Iran
30.75002,48.27893,313.46,2024-07-20,4.0,Iran
35.5773,51.51073,321.46,2024-08-23,3.74,Iran
33.31574,47.55779,347.81,2024-09-14,5.77,Iran
27.16749,56.05145,308.35,2024-07-31,0.87,Iran
37.17945,54.70591,299.26,2024-06-10,1.36,Iran
34.78865,47.7196,345.04,2024-10-13,5.43,Iran
30.98511,49.59742,353.6,2024-03-23,4.81,Iran
30.08159,50.54367,350.22,2024-07-12,6.49,Iran
30.92332,48.86646,327.36,2024-04-10,3.5,Iran
34.01302,46.77648,331.09,2024-10-04,2.64,Iran
27.51111,52.62936,303.17,2024-03-28,4.22,Iran
31.27443,48.11854,332.03,2024-08-19,28.02,Iran
39.668,47.93646,326.74,2024-02-08,2.47,Iran
30.35041,56.13988,308.56,2024-03-26,0.87,Iran
30.35587,49.9194,312.33,2024-10-13,2.46,Iran
30.03521,50.63235,312.09,2024-09-25,2.58,Iran
30.75681,56.65634,302.88,2024-02-18,1.06,Iran
30.92275,48.85527,323.54,2024-07-10,2.6,Iran
30.08248,50.54295,344.81,2024-03-29,4.41,Iran
31.76612,49.15485,305.54,2024-04-13,0.69,Iran
31.79195,54.5268,309.08,2024-08-24,0.77,Iran
38.42512,44.89391,300.29,2024-03-06,0.99,Iran
30.98207,49.52342,344.36,2024-01-25,6.64,Iran
30.74756,48.28079,337.27,2024-11-03,3.1,Iran
34.59706,47.34015,317.51,2024-10-01,2.27,Iran
27.48374,52.972,348.14,2024-04-23,7.64,Iran
26.84862,55.85598,313.08,2024-05-31,5.09,Iran
34.2986,46.86796,301.32,2024-09-12,0.72,Iran
32.50381,47.20845,310.08,2024-09-16,4.01,Iran
27.69175,52.22377,367.0,2024-11-01,8.27,Iran
27.75936,52.1737,355.65,2024-11-17,11.6,Iran
34.15675,47.25611,350.4,2024-07-28,5.74,Iran
31.24434,48.98178,332.32,2024-03-31,9.65,Iran
34.75723,45.72476,310.82,2024-09-27,1.92,Iran
31.11099,48.749,367.0,2024-05-05,108.56,Iran
31.27879,48.73228,342.85,2024-04-01,12.11,Iran
30.29331,48.37887,299.23,2024-11-10,0.39,Iran
31.27297,48.11681,340.38,2024-02-21,24.48,Iran
31.45726,49.55954,311.44,2024-08-03,1.44,Iran
30.36885,56.12541,308.41,2024-11-24,1.18,Iran
30.26126,50.77913,326.94,2024-04-12,3.53,Iran
30.48747,50.48731,309.9,2024-08-07,1.87,Iran
33.72112,46.29755,298.85,2024-01-03,0.88,Iran
30.3512,48.27472,302.08,2024-10-28,0.8,Iran
31.32121,49.28607,337.39,2024-11-07,3.29,Iran
30.51588,50.52735,318.18,2024-05-31,4.18,Iran
29.50659,51.26118,346.77,2024-06-16,12.81,Iran
36.05798,46.17035,347.81,2024-09-06,10.03,Iran
30.44785,49.83051,320.62,2024-10-14,3.41,Iran
31.90772,48.49496,337.9,2024-05-09,5.69,Iran
32.73343,48.29356,349.28,2024-06-09,7.02,Iran
30.25624,50.77528,295.32,2024-03-22,2.4,Iran
30.32744,50.7456,299.23,2024-12-05,0.61,Iran
35.36927,59.30689,305.4,2024-10-04,0.59,Iran
30.89218,49.60896,324.47,2024-09-25,2.77,Iran
31.64648,49.26789,336.79,2024-11-07,4.05,Iran
30.03567,50.63916,344.37,2024-08-18,6.2,Iran
31.13774,49.3194,341.7,2024-09-07,6.69,Iran
31.51848,49.45916,332.42,2024-05-24,2.31,Iran
27.16973,56.05554,320.36,2024-01-07,2.34,Iran
30.22914,50.89357,299.76,2024-02-23,0.82,Iran
32.28794,48.99897,309.11,2024-04-06,0.97,Iran
31.27803,48.7284,333.18,2024-10-04,5.74,Iran
29.2158,50.32344,323.23,2024-04-11,3.02,Iran
33.54179,47.70319,353.26,2024-08-28,24.91,Iran
32.15936,49.06964,349.51,2024-12-09,8.86,Iran
31.27957,48.11616,298.22,2024-11-26,0.9,Iran
27.50584,52.61787,311.04,2024-05-11,3.09,Iran
31.64947,49.27073,327.45,2024-07-14,2.41,Iran
31.40263,48.65166,327.62,2024-09-07,3.84,Iran
32.16103,49.06188,337.5,2024-11-09,4.76,Iran
31.30169,49.11767,316.18,2024-12-15,1.52,Iran
30.97904,49.51713,367.0,2024-09-11,8.24,Iran
34.05556,46.19708,349.52,2024-07-11,10.22,Iran
30.15672,50.41776,337.64,2024-11-15,5.2,Iran
30.66327,50.32818,313.35,2024-11-11,1.02,Iran
30.62759,49.13015,298.55,2024-11-05,0.87,Iran
35.50489,46.41417,355.13,2024-07-12,45.6,Iran
37.4541,45.94472,345.73,2024-06-12,8.39,Iran
32.57839,51.58167,306.73,2024-06-07,1.06,Iran
31.08717,47.79181,321.86,2024-10-26,8.0,Iran
32.39492,53.75874,338.61,2024-05-12,3.85,Iran
30.36356,49.88066,330.11,2024-02-28,2.96,Iran
30.92665,48.02161,344.77,2024-05-24,9.75,Iran
32.35167,47.70716,367.0,2024-07-10,12.7,Iran
33.80629,47.41558,334.85,2024-09-24,1.92,Iran
30.03309,50.63826,367.0,2024-05-30,5.06,Iran
27.56201,52.56054,304.97,2024-11-06,1.86,Iran
32.17667,47.5211,322.47,2024-06-24,2.53,Iran
27.15928,56.10234,324.8,2024-09-26,6.43,Iran
31.40775,48.64794,334.7,2024-03-23,3.48,Iran
30.17953,50.40606,300.22,2024-12-17,0.7,Iran
31.23763,48.99416,301.99,2024-10-21,0.89,Iran
31.20835,48.95316,367.0,2024-07-07,11.84,Iran
31.77073,48.44826,348.92,2024-05-27,3.55,Iran
27.55166,52.57555,300.06,2024-01-21,0.44,Iran
32.66334,47.45423,336.79,2024-07-03,3.34,Iran
32.22124,51.39599,308.1,2024-11-03,1.12,Iran
27.16064,56.09961,309.6,2024-06-11,1.11,Iran
34.75365,45.68698,304.52,2024-10-05,0.54,Iran
33.69863,46.22683,332.51,2024-09-10,15.38,Iran
29.25378,53.12439,303.11,2024-04-29,1.16,Iran
27.53037,52.59737,329.13,2024-11-13,3.66,Iran
32.92254,47.97799,347.89,2024-09-11,10.88,Iran
33.48461,49.07197,303.2,2024-06-05,1.22,Iran
32.22831,51.44339,304.58,2024-05-24,1.54,Iran
30.97865,49.51714,302.38,2024-04-30,0.96,Iran
34.68668,48.27913,367.0,2024-10-18,29.96,Iran
32.59401,47.55104,349.1,2024-10-15,7.77,Iran
35.41838,44.2193,311.15,2024-07-22,1.33,Iraq
35.60935,44.01088,331.61,2024-10-25,2.02,Iraq
31.37309,47.60639,331.21,2024-02-07,1.75,Iraq
34.53123,45.27199,367.0,2024-06-08,9.77,Iraq
33.22386,44.7699,325.54,2024-02-25,2.73,Iraq
35.6042,45.07618,296.41,2024-12-13,0.96,Iraq
33.32644,44.57254,314.66,2024-05-23,2.26,Iraq
35.55558,44.26348,304.18,2024-02-11,0.68,Iraq
34.86671,44.0172,300.22,2024-03-21,1.18,Iraq
37.00462,42.63158,331.29,2024-10-31,2.48,Iraq
35.41779,44.19285,331.85,2024-05-30,3.14,Iraq
30.86429,47.92643,338.88,2024-09-14,15.52,Iraq
30.36026,47.33447,352.74,2024-12-17,5.9,Iraq
30.41965,47.60715,334.88,2024-11-13,4.29,Iraq
32.34393,43.32697,319.87,2024-08-27,2.88,Iraq
31.72986,47.4347,367.0,2024-05-25,12.55,Iraq
32.05692,47.44514,312.12,2024-07-14,3.41,Iraq
30.36311,47.33548,338.47,2024-04-12,5.88,Iraq
30.32385,47.72494,321.49,2024-11-23,2.47,Iraq
33.49178,44.36285,310.75,2024-09-04,1.83,Iraq
32.26074,47.24378,355.8,2024-11-10,4.52,Iraq
30.86279,47.91562,310.09,2024-07-27,2.63,Iraq
32.45412,47.29733,304.46,2024-02-22,0.63,Iraq
34.24759,43.83752,345.19,2024-12-31,5.36,Iraq
30.36001,47.34338,346.36,2024-12-02,4.75,Iraq
35.52015,44.04126,355.1,2024-07-05,30.72,Iraq
32.13032,47.40784,338.58,2024-08-23,2.9,Iraq
30.55737,47.34988,328.19,2024-11-05,2.92,Iraq
35.73381,43.76708,308.3,2024-10-10,0.9,Iraq
30.88579,47.33595,345.28,2024-08-30,14.67,Iraq
30.27497,47.74157,351.78,2024-10-28,5.45,Iraq
30.41893,47.60652,318.25,2024-11-14,2.94,Iraq
30.26799,47.71578,326.86,2024-07-18,18.54,Iraq
32.43584,45.48128,312.0,2024-05-27,1.12,Iraq
36.74951,43.49119,304.33,2024-11-15,1.68,Iraq
31.03097,47.28291,350.93,2024-09-13,31.69,Iraq
33.43995,44.57809,330.8,2024-09-23,2.92,Iraq
33.32306,44.57192,328.83,2024-09-26,4.07,Iraq
31.10327,47.29686,331.88,2024-08-26,7.73,Iraq
32.05894,47.43497,312.93,2024-04-22,4.16,Iraq
36.64548,43.325,337.59,2024-09-28,4.2,Iraq
31.02819,47.28336,324.66,2024-12-10,41.12,Iraq
30.20481,47.38546,326.18,2024-09-11,2.99,Iraq
35.24865,44.43049,353.56,2024-08-22,18.53,Iraq
34.89783,43.80265,329.6,2024-09-30,7.63,Iraq
32.09733,47.42354,312.83,2024-01-17,1.24,Iraq
34.89941,43.80373,339.47,2024-08-20,10.94,Iraq
30.53114,47.59389,306.57,2024-12-24,0.66,Iraq
30.49936,47.31187,298.31,2024-03-21,1.21,Iraq
31.35815,45.96558,336.11,2024-07-04,6.39,Iraq
31.67918,47.43742,335.58,2024-07-14,11.23,Iraq
31.06432,47.61583,367.0,2024-07-05,13.37,Iraq
31.65898,47.52595,347.1,2024-08-12,9.33,Iraq
35.62589,44.01013,336.52,2024-10-30,7.25,Iraq
37.10653,43.01771,333.82,2024-10-19,5.92,Iraq
30.5679,47.33155,314.68,2024-06-23,0.84,Iraq
33.22104,44.76731,348.84,2024-06-10,16.15,Iraq
30.56049,46.70107,305.02,2024-01-28,0.68,Iraq
35.41162,43.27768,347.56,2024-06-19,7.6,Iraq
35.53049,44.33965,367.0,2024-08-28,8.06,Iraq
35.97983,43.76619,302.13,2024-10-04,0.99,Iraq
30.18441,47.8368,296.23,2024-03-04,0.76,Iraq
31.02476,47.27887,350.25,2024-07-21,48.27,Iraq
30.2775,47.36256,356.65,2024-09-29,6.96,Iraq
31.06485,47.61802,323.18,2024-10-09,3.27,Iraq
35.12329,44.56986,309.8,2024-04-16,1.41,Iraq
36.77706,43.31915,295.62,2024-03-10,4.54,Iraq
35.63486,43.99988,296.15,2024-11-15,3.68,Iraq
32.43325,43.55318,344.48,2024-08-01,5.49,Iraq
30.47558,47.60335,326.74,2024-09-25,2.63,Iraq
33.22122,44.76773,352.99,2024-12-18,5.51,Iraq
35.52643,44.34314,341.41,2024-09-24,7.82,Iraq
33.48853,44.34208,324.87,2024-02-18,2.59,Iraq
34.06818,44.43469,334.87,2024-06-11,4.86,Iraq
35.68681,43.8713,337.6,2024-04-26,20.36,Iraq
30.75157,47.66501,346.26,2024-12-26,10.48,Iraq
32.45492,47.29556,312.97,2024-08-27,2.78,Iraq
33.43135,43.51397,331.02,2024-07-01,4.35,Iraq
32.12947,47.40928,341.09,2024-07-04,7.15,Iraq
35.50273,45.38427,299.84,2024-10-02,3.06,Iraq
31.07491,47.25743,319.47,2024-03-05,2.87,Iraq
35.5359,44.33857,301.79,2024-12-01,1.55,Iraq
31.02485,47.28465,338.01,2024-08-22,51.49,Iraq
30.27357,47.74505,349.83,2024-09-09,20.62,Iraq
33.32376,44.56529,296.75,2024-02-02,1.98,Iraq
35.97488,43.77098,296.93,2024-11-20,1.38,Iraq
31.02709,47.2907,314.67,2024-07-08,2.96,Iraq
30.28263,47.36018,312.82,2024-11-15,1.67,Iraq
30.47577,47.60062,342.64,2024-06-25,4.39,Iraq
35.62863,44.00597,335.22,2024-02-28,2.49,Iraq
35.61506,43.76424,367.0,2024-06-09,18.09,Iraq
35.53279,44.34018,337.47,2024-03-20,3.99,Iraq
30.27649,47.74108,321.26,2024-01-12,3.0,Iraq
32.2303,44.25257,312.77,2024-05-05,1.16,Iraq
35.01999,43.50409,325.35,2024-07-31,5.09,Iraq
35.72892,44.03025,315.48,2024-10-24,4.67,Iraq
33.32265,44.57053,302.93,2024-05-18,1.5,Iraq
35.77068,43.99815,308.18,2024-04-27,2.39,Iraq
32.0574,47.44497,311.69,2024-08-21,6.01,Iraq
32.10706,47.54881,337.74,2024-11-30,16.86,Iraq
30.16948,47.41251,331.94,2024-03-12,3.95,Iraq
36.86901,43.48648,311.78,2024-03-05,2.16,Iraq
32.13309,47.40705,367.0,2024-04-21,3.4,Iraq
35.92543,43.78521,312.39,2024-11-13,2.59,Iraq
32.01058,44.65241,347.9,2024-05-27,7.11,Iraq
31.02693,47.28846,367.0,2024-06-20,114.51,Iraq
30.27733,47.71868,312.06,2024-03-06,1.67,Iraq
36.90911,43.38903,327.92,2024-07-27,2.93,Iraq
34.86338,44.45696,353.95,2024-06-14,10.07,Iraq
34.07185,40.98219,301.15,2024-09-16,0.48,Iraq
35.53478,44.33992,317.49,2024-09-06,2.51,Iraq
30.21201,47.39613,337.09,2024-12-08,4.17,Iraq
34.04859,45.03656,304.65,2024-04-15,0.65,Iraq
35.77361,43.99765,308.46,2024-03-09,0.99,Iraq
36.46556,43.211,337.9,2024-06-09,7.34,Iraq
30.56252,47.32597,311.03,2024-03-28,2.67,Iraq
35.52972,44.33924,333.18,2024-01-31,4.33,Iraq
34.89716,43.80285,338.62,2024-07-21,9.4,Iraq
35.53184,44.34288,301.43,2024-03-12,3.72,Iraq
30.69015,47.32523,338.56,2024-05-29,8.48,Iraq
30.56592,47.33727,313.91,2024-03-08,2.38,Iraq
32.06847,44.54032,299.22,2024-05-17,0.62,Iraq
30.28251,47.34913,343.69,2024-01-03,5.82,Iraq
31.25882,47.33479,335.96,2024-10-29,2.46,Iraq
32.09509,47.42994,310.51,2024-05-07,1.98,Iraq
34.9763,45.55435,303.48,2024-10-08,1.1,Iraq
31.76708,46.04722,318.32,2024-08-08,1.66,Iraq
31.03328,47.27782,367.0,2024-12-28,28.17,Iraq
32.25959,47.25147,335.08,2024-09-11,4.31,Iraq
30.27656,47.36264,327.41,2024-06-11,3.52,Iraq
30.61309,47.33014,355.15,2024-07-11,3.66,Iraq
31.08547,47.62587,351.04,2024-10-03,13.47,Iraq
30.4749,47.59518,313.76,2024-08-01,3.16,Iraq
30.47629,47.74307,328.12,2024-10-22,4.0,Iraq
33.16183,44.78387,311.03,2024-07-10,3.86,Iraq
35.48806,44.15115,336.38,2024-09-11,3.66,Iraq
30.69238,47.32888,306.41,2024-12-28,9.91,Iraq
35.72732,44.03586,305.92,2024-11-29,3.93,Iraq
30.68864,47.33457,298.07,2024-01-02,21.64,Iraq
36.8937,43.42936,334.33,2024-06-14,2.5,Iraq
30.57008,47.33284,300.84,2024-11-15,1.35,Iraq
35.62976,44.01066,332.95,2024-07-22,7.08,Iraq
32.83967,44.2934,312.17,2024-07-27,2.55,Iraq
31.03011,47.28101,321.23,2024-08-14,40.14,Iraq
35.73095,44.03419,329.11,2024-10-05,3.04,Iraq
31.76763,46.04081,310.49,2024-07-05,7.9,Iraq
30.42765,47.43814,308.49,2024-12-18,1.22,Iraq
35.66377,43.91078,352.25,2024-06-14,2.9,Iraq
35.48956,44.14979,321.2,2024-10-13,2.88,Iraq
30.85999,47.92045,347.13,2024-08-14,15.0,Iraq
31.76538,46.06456,309.85,2024-02-29,2.92,Iraq
30.16687,47.41107,346.81,2024-11-26,3.24,Iraq
30.36709,47.63938,346.02,2024-05-05,3.89,Iraq
30.49205,47.31987,355.74,2024-05-31,7.79,Iraq
30.2138,47.38557,335.16,2024-08-01,3.64,Iraq
30.56154,47.33038,339.07,2024-06-10,12.84,Iraq
35.63818,45.09925,296.96,2024-11-05,1.01,Iraq
30.31352,47.34333,332.85,2024-08-06,6.99,Iraq
30.56612,47.31853,327.77,2024-07-14,2.26,Iraq
30.28096,47.35802,316.62,2024-11-06,2.53,Iraq
31.66225,47.52513,316.88,2024-10-18,10.04,Iraq
30.76377,47.32862,332.42,2024-08-29,4.84,Iraq
37.08004,42.55444,307.28,2024-04-05,1.06,Iraq
35.47534,44.23511,349.77,2024-09-18,4.91,Iraq
31.67682,47.43548,346.55,2024-05-20,13.33,Iraq
30.19603,47.38988,350.31,2024-08-06,5.9,Iraq
31.67623,47.43229,367.0,2024-01-17,34.68,Iraq
31.69669,47.24516,297.99,2024-12-23,0.88,Iraq
32.4873,45.66296,314.32,2024-03-31,2.14,Iraq
30.61494,47.32355,308.74,2024-06-01,1.49,Iraq
31.03133,47.28821,304.28,2024-02-08,14.93,Iraq
36.77263,43.32525,314.8,2024-05-06,2.73,Iraq
30.56242,47.10679,350.07,2024-07-26,28.23,Iraq
32.4703,44.41938,295.27,2024-03-13,0.3,Iraq
36.07237,41.42406,341.36,2024-08-17,5.57,Iraq
30.82589,47.33167,340.06,2024-03-21,6.94,Iraq
33.15796,44.78419,329.51,2024-05-21,4.69,Iraq
35.68222,43.88333,367.0,2024-04-22,36.99,Iraq
30.7534,47.66302,305.41,2024-05-11,1.37,Iraq
31.10367,47.29565,309.6,2024-10-19,3.15,Iraq
35.96648,43.76548,310.67,2024-08-12,3.57,Iraq
30.31637,47.34653,352.09,2024-06-14,7.95,Iraq
36.26525,43.35595,336.67,2024-09-25,2.16,Iraq
35.56757,44.27668,309.42,2024-09-28,2.19,Iraq
35.67796,44.06398,302.34,2024-03-04,1.4,Iraq
30.8245,47.32787,353.66,2024-07-10,7.32,Iraq
30.26663,47.71349,338.97,2024-05-12,9.29,Iraq
30.86815,47.92538,296.62,2024-12-05,0.73,Iraq
30.27078,47.71217,324.19,2024-08-22,7.55,Iraq
30.36229,47.3407,321.13,2024-09-19,8.71,Iraq
32.05991,47.44212,367.0,2024-04-17,4.86,Iraq
33.09043,45.26149,350.77,2024-05-19,6.37,Iraq
36.51657,43.71262,351.28,2024-09-24,12.67,Iraq
30.49495,47.31657,335.19,2024-01-11,7.99,Iraq
30.88127,47.33581,367.0,2024-06-26,52.2,Iraq
32.09321,47.42971,349.59,2024-08-12,2.61,Iraq
30.88049,47.33678,355.01,2024-06-26,24.31,Iraq
30.4752,47.6138,306.78,2024-02-13,0.55,Iraq
31.81453,44.54629,313.85,2024-05-17,1.01,Iraq
30.57207,47.32,319.77,2024-11-30,0.89,Iraq
35.61542,44.47971,339.69,2024-10-18,4.19,Iraq
33.90701,43.84464,345.02,2024-09-18,5.89,Iraq
35.52457,44.34638,344.1,2024-05-13,3.88,Iraq
35.12334,44.57018,298.7,2024-01-23,0.83,Iraq
30.4184,47.60543,295.1,2024-12-19,0.65,Iraq
30.57473,47.31775,311.27,2024-09-07,4.5,Iraq
35.48336,44.1563,367.0,2024-08-07,14.91,Iraq
35.63197,44.00961,338.92,2024-09-21,6.42,Iraq
32.28055,45.76012,312.51,2024-06-24,2.25,Iraq
32.11827,47.41042,340.88,2024-03-23,16.16,Iraq
30.7587,47.3304,306.11,2024-04-03,5.81,Iraq
30.61079,47.32976,339.5,2024-05-12,10.34,Iraq
31.02696,47.28382,207.93,2024-05-09,60.43,Iraq
31.02169,47.28701,304.06,2024-05-04,1.0,Iraq
36.94289,44.68225,305.9,2024-06-23,1.23,Iraq
30.27804,47.71748,324.21,2024-07-03,1.36,Iraq
30.41766,48.09254,309.79,2024-08-23,0.46,Iraq
36.84753,42.14125,367.0,2024-08-06,3.22,Iraq
31.02676,47.28805,367.0,2024-04-28,33.46,Iraq
35.40763,44.22424,301.53,2024-12-31,0.72,Iraq
30.4933,47.31579,354.8,2024-03-11,7.87,Iraq
30.41925,47.61057,344.97,2024-08-01,6.74,Iraq
32.25425,47.25171,302.54,2024-10-25,2.05,Iraq
30.68542,47.32749,334.15,2024-05-31,11.41,Iraq
35.53035,44.33638,350.44,2024-01-27,3.3,Iraq
36.77977,43.32335,339.34,2024-06-24,7.42,Iraq
35.66468,43.96449,367.0,2024-07-31,7.82,Iraq
31.03871,47.28813,306.51,2024-09-13,0.73,Iraq
32.25799,47.25293,308.5,2024-10-18,3.75,Iraq
30.20118,47.38942,339.14,2024-09-03,3.59,Iraq
35.89266,43.73433,336.71,2024-09-24,3.62,Iraq
34.60949,43.73047,324.99,2024-06-21,1.93,Iraq
37.25032,42.95204,346.0,2024-07-24,6.3,Iraq
30.56027,46.70459,310.38,2024-09-07,1.16,Iraq
30.56776,47.76803,339.87,2024-07-04,5.55,Iraq
30.17165,47.41285,341.33,2024-10-06,4.6,Iraq
37.19234,43.30222,312.78,2024-08-24,0.93,Iraq
31.58205,47.73479,313.47,2024-08-26,1.73,Iraq
34.89381,43.80799,367.0,2024-08-23,7.33,Iraq
32.26036,47.25352,319.81,2024-09-01,6.27,Iraq
30.68631,47.32314,328.43,2024-09-12,6.77,Iraq
34.47993,41.7252,330.71,2024-12-05,2.94,Iraq
35.08579,44.26624,367.0,2024-06-30,3.17,Iraq
30.45251,47.6687,330.53,2024-02-29,2.19,Iraq
35.56881,44.28232,297.22,2024-04-05,2.07,Iraq
36.98566,42.29492,346.31,2024-11-30,8.19,Iraq
31.02608,47.2798,304.71,2024-09-20,3.57,Iraq
30.47458,47.743,310.58,2024-08-17,3.46,Iraq
35.76471,45.79743,346.8,2024-07-24,13.32,Iraq
35.53051,44.33978,351.29,2024-10-29,12.84,Iraq
35.70847,43.9916,303.55,2024-10-12,0.55,Iraq
33.25812,42.66343,334.85,2024-07-13,3.57,Iraq
35.12312,44.57203,338.78,2024-10-10,0.99,Iraq
30.20877,47.39335,343.92,2024-10-05,5.31,Iraq
31.02802,47.28167,348.9,2024-08-19,57.4,Iraq
35.49009,44.15305,336.52,2024-10-20,6.12,Iraq
30.86501,47.92403,367.0,2024-09-29,11.13,Iraq
32.09599,47.42539,328.68,2024-06-27,2.22,Iraq
31.67264,47.43724,352.42,2024-01-01,27.2,Iraq
30.49486,47.31876,351.03,2024-10-17,22.7,Iraq
34.46771,45.15934,346.34,2024-08-12,8.23,Iraq
31.67839,47.43546,334.9,2024-07-08,10.72,Iraq
30.4219,47.60662,315.3,2024-12-08,0.88,Iraq
30.55534,47.35298,342.17,2024-12-02,3.65,Iraq
35.66103,43.96504,340.15,2024-11-04,7.92,Iraq
30.55767,47.39004,329.76,2024-07-03,2.82,Iraq
30.57721,47.32126,319.23,2024-07-16,1.65,Iraq
30.61019,47.32641,331.89,2024-04-30,3.73,Iraq
35.66809,45.00711,325.38,2024-06-16,1.62,Iraq
30.85959,47.92407,345.25,2024-09-12,49.58,Iraq
30.3591,47.33619,367.0,2024-07-05,6.93,Iraq
36.90263,43.38957,310.68,2024-08-20,2.8,Iraq
31.66158,47.51917,332.2,2024-08-25,3.75,Iraq
30.16814,47.4173,338.84,2024-02-02,10.34,Iraq
33.90882,44.53431,347.05,2024-07-06,3.63,Iraq
30.41724,47.61339,341.63,2024-07-27,4.01,Iraq
35.68771,43.88262,367.0,2024-10-21,25.33,Iraq
35.66825,45.00645,314.03,2024-08-27,1.92,Iraq
32.2575,47.2507,347.36,2024-01-23,13.0,Iraq
32.34477,43.32669,313.89,2024-08-13,1.38,Iraq
30.36139,47.34205,341.0,2024-01-23,4.8,Iraq
33.79076,45.10395,346.7,2024-08-20,2.03,Iraq
30.75032,47.66834,309.6,2024-05-17,2.74,Iraq
30.60832,47.32841,318.76,2024-09-02,3.48,Iraq
35.41664,44.18813,309.76,2024-09-15,2.0,Iraq
31.96392,44.43558,325.32,2024-03-11,2.06,Iraq
36.89395,43.42431,331.48,2024-09-17,3.8,Iraq
30.60941,47.3248,352.22,2024-10-05,40.72,Iraq
35.45871,44.41962,325.08,2024-04-19,2.77,Iraq
35.98259,43.76402,302.47,2024-11-14,0.8,Iraq
31.0289,47.28122,337.73,2024-11-06,29.94,Iraq
30.31168,47.34911,351.81,2024-07-07,16.83,Iraq
31.03534,47.28636,313.78,2024-10-14,3.19,Iraq
30.88427,47.33515,353.07,2024-12-18,25.7,Iraq
36.44894,44.35025,333.95,2024-10-03,4.22,Iraq
35.95526,43.72964,307.48,2024-08-27,2.4,Iraq
30.56974,47.76868,342.25,2024-10-05,4.13,Iraq
33.91897,44.32937,339.54,2024-07-05,16.22,Iraq
32.34156,43.32651,313.39,2024-05-24,1.88,Iraq
36.56445,43.15166,329.89,2024-06-09,15.55,Iraq
54.1319,-7.58074,295.38,2024-04-27,0.48,Ireland
53.46737,-6.32526,346.32,2024-04-16,6.94,Ireland
54.13275,-7.57681,298.75,2024-07-05,0.88,Ireland
52.64334,-8.68608,298.88,2024-07-02,1.0,Ireland
54.13163,-7.57593,305.91,2024-04-22,1.02,Ireland
52.24205,-7.63434,332.81,2024-09-20,5.1,Ireland
52.64377,-8.69034,300.85,2024-08-05,0.86,Ireland
53.68503,-6.38422,295.13,2024-03-05,0.52,Ireland
54.13294,-7.57949,300.39,2024-04-26,0.81,Ireland
53.68483,-6.38797,303.72,2024-05-19,1.04,Ireland
53.80422,-6.37523,296.28,2024-06-19,1.02,Ireland
52.30487,-6.74816,339.72,2024-07-26,3.9,Ireland
53.6845,-6.38708,296.59,2024-04-23,0.51,Ireland
54.13131,-7.57612,304.94,2024-04-28,0.66,Ireland
53.68486,-6.38724,301.6,2024-10-22,0.9,Ireland
52.30998,-6.73845,335.29,2024-07-26,2.26,Ireland
54.13366,-7.5802,295.21,2024-09-01,1.0,Ireland
51.68567,-9.67187,339.12,2024-04-23,5.63,Ireland
52.64154,-8.69078,300.48,2024-05-20,0.65,Ireland
